날짜,요일,시간대,메뉴,카테고리,온도,가격,계절,날씨,특별한날
2024-05-15,수,아침(09-11시),바닐라라떼,커피,ICED,5500,봄,맑음,-
2024-09-27,금,아침(09-11시),카푸치노,커피,ICED,5000,가을,맑음,-
2024-06-01,토,점심(11-14시),바닐라라떼,커피,ICED,5500,여름,맑음,-
2024-06-04,화,점심(11-14시),카페라떼,커피,HOT,5500,여름,맑음,-
2024-05-09,목,저녁(17-20시),바닐라라떼,커피,ICED,5500,봄,흐림,-
2024-01-10,수,오후(14-17시),바닐라라떼,커피,ICED,5500,겨울,눈,-
2024-12-15,일,점심(11-14시),아메리카노,커피,HOT,5000,겨울,흐림,-
2024-02-16,금,점심(11-14시),아메리카노,커피,HOT,4500,겨울,흐림,-
2024-09-02,월,저녁(17-20시),카페라떼,커피,HOT,5500,가을,흐림,-
2024-12-30,월,아침(09-11시),카페라떼,커피,HOT,5000,겨울,맑음,-
2024-10-29,화,아침(09-11시),카페라떼,커피,HOT,5000,가을,맑음,-
2024-01-09,화,밤(20-22시),초콜릿라떼,논커피,HOT,5800,겨울,맑음,-
2024-11-02,토,점심(11-14시),카푸치노,커피,HOT,5000,가을,맑음,-
2024-06-11,화,점심(11-14시),아메리카노,커피,HOT,4500,여름,맑음,-
2024-11-16,토,점심(11-14시),얼그레이,차,HOT,4500,가을,맑음,-
2024-06-21,금,아침(09-11시),카푸치노,커피,ICED,5500,여름,흐림,-
2024-12-01,일,점심(11-14시),초콜릿라떼,논커피,HOT,5800,겨울,눈,-
2024-08-15,목,아침(09-11시),카푸치노,커피,ICED,5500,여름,비,-
2024-05-05,일,저녁(17-20시),녹차라떼,논커피,ICED,5500,봄,흐림,-
2024-05-20,월,아침(09-11시),아메리카노,커피,ICED,4500,봄,맑음,-
2024-03-23,토,오후(14-17시),바닐라라떼,커피,HOT,6000,봄,맑음,-
2024-11-17,일,아침(09-11시),카페라떼,커피,ICED,5000,가을,흐림,-
2024-08-24,토,오후(14-17시),망고스무디,논커피,ICED,7500,여름,맑음,-
2024-01-31,수,점심(11-14시),카페라떼,커피,HOT,5000,겨울,비,-
2024-06-07,금,점심(11-14시),초콜릿라떼,논커피,HOT,5800,여름,비,-
2024-04-16,화,오후(14-17시),초콜릿라떼,논커피,ICED,6300,봄,비,-
2024-08-01,목,점심(11-14시),카라멜마끼아또,커피,ICED,5800,여름,맑음,-
2024-09-21,토,오후(14-17시),카페라떼,커피,ICED,5000,가을,맑음,-
2024-11-23,토,저녁(17-20시),아메리카노,커피,HOT,4500,가을,맑음,-
2024-04-28,일,점심(11-14시),아메리카노,커피,ICED,4500,봄,흐림,-
2024-08-28,수,오후(14-17시),초콜릿라떼,논커피,ICED,5800,여름,흐림,-
2024-05-16,목,점심(11-14시),녹차라떼,논커피,HOT,6000,봄,맑음,-
2024-01-20,토,밤(20-22시),아메리카노,커피,ICED,4500,겨울,맑음,-
2024-09-19,목,오후(14-17시),카페라떼,커피,HOT,5000,가을,흐림,-
2024-10-04,금,오후(14-17시),카라멜마끼아또,커피,HOT,5800,가을,흐림,-
2024-12-25,수,점심(11-14시),캐모마일,차,HOT,4500,겨울,맑음,크리스마스
2024-12-01,일,점심(11-14시),아메리카노,커피,HOT,5000,겨울,눈,-
2024-10-17,목,점심(11-14시),카페라떼,커피,HOT,5000,가을,맑음,-
2024-01-16,화,저녁(17-20시),카라멜마끼아또,커피,HOT,5800,겨울,흐림,-
2024-04-23,화,점심(11-14시),카라멜마끼아또,커피,ICED,5800,봄,흐림,-
2024-03-30,토,점심(11-14시),크로와상,디저트,-,3800,봄,흐림,-
2024-10-12,토,저녁(17-20시),아메리카노,커피,HOT,4500,가을,흐림,-
2024-01-28,일,점심(11-14시),아메리카노,커피,ICED,4500,겨울,눈,-
2024-04-07,일,밤(20-22시),카라멜마끼아또,커피,ICED,5800,봄,맑음,-
2024-03-04,월,저녁(17-20시),녹차라떼,논커피,ICED,5500,봄,맑음,-
2024-01-14,일,아침(09-11시),카라멜마끼아또,커피,HOT,5800,겨울,비,-
2024-07-02,화,점심(11-14시),아메리카노,커피,ICED,4500,여름,맑음,-
2024-05-23,목,오후(14-17시),망고스무디,논커피,ICED,6500,봄,맑음,-
2024-03-21,목,점심(11-14시),카페라떼,커피,ICED,5000,봄,맑음,-
2024-01-31,수,점심(11-14시),치즈케이크,디저트,-,6500,겨울,비,-
2024-07-02,화,오후(14-17시),아메리카노,커피,ICED,4500,여름,맑음,-
2024-11-04,월,오후(14-17시),마카롱,디저트,-,3500,가을,맑음,-
2024-12-19,목,밤(20-22시),바닐라라떼,커피,HOT,5500,겨울,흐림,-
2024-07-30,화,점심(11-14시),카페라떼,커피,ICED,5000,여름,맑음,-
2024-09-26,목,점심(11-14시),아메리카노,커피,HOT,4500,가을,맑음,-
2024-01-27,토,오후(14-17시),크로와상,디저트,-,3800,겨울,흐림,-
2024-10-05,토,점심(11-14시),카페라떼,커피,HOT,5500,가을,흐림,-
2024-03-27,수,오후(14-17시),녹차라떼,논커피,ICED,6000,봄,맑음,-
2024-04-01,월,저녁(17-20시),초콜릿라떼,논커피,HOT,5800,봄,흐림,-
2024-04-09,화,밤(20-22시),초콜릿라떼,논커피,ICED,5800,봄,맑음,-
2024-11-29,금,오후(14-17시),카페라떼,커피,HOT,5000,가을,맑음,-
2024-06-24,월,밤(20-22시),바닐라라떼,커피,ICED,5500,여름,흐림,-
2024-07-12,금,저녁(17-20시),아메리카노,커피,ICED,5500,여름,맑음,-
2024-12-29,일,아침(09-11시),아메리카노,커피,HOT,5000,겨울,비,-
2024-11-16,토,오후(14-17시),아메리카노,커피,ICED,4500,가을,맑음,-
2024-09-09,월,아침(09-11시),카페라떼,커피,HOT,5000,가을,비,-
2024-09-24,화,점심(11-14시),얼그레이,차,ICED,4500,가을,맑음,-
2024-01-04,목,저녁(17-20시),아메리카노,커피,ICED,4500,겨울,눈,-
2024-11-19,화,밤(20-22시),치즈케이크,디저트,-,6500,가을,흐림,-
2024-03-02,토,저녁(17-20시),바닐라라떼,커피,ICED,5500,봄,맑음,-
2024-08-02,금,점심(11-14시),카페라떼,커피,HOT,5000,여름,맑음,-
2024-01-29,월,저녁(17-20시),아메리카노,커피,ICED,4500,겨울,비,-
2024-01-27,토,오후(14-17시),카페라떼,커피,HOT,5000,겨울,흐림,-
2024-03-17,일,점심(11-14시),아메리카노,커피,HOT,4500,봄,맑음,-
2024-03-09,토,저녁(17-20시),카라멜마끼아또,커피,HOT,6300,봄,맑음,-
2024-04-11,목,밤(20-22시),바닐라라떼,커피,HOT,6000,봄,맑음,-
2024-12-24,화,아침(09-11시),카라멜마끼아또,커피,HOT,5800,겨울,비,크리스마스 이브
2024-11-23,토,점심(11-14시),카라멜마끼아또,커피,ICED,5800,가을,맑음,-
2024-11-09,토,점심(11-14시),딸기스무디,논커피,ICED,6500,가을,맑음,-
2024-05-05,일,점심(11-14시),카페라떼,커피,ICED,5000,봄,흐림,-
2024-07-04,목,밤(20-22시),초콜릿라떼,논커피,HOT,6800,여름,맑음,-
2024-10-17,목,저녁(17-20시),초콜릿라떼,논커피,HOT,6800,가을,맑음,-
2024-12-25,수,오후(14-17시),바닐라라떼,커피,HOT,5500,겨울,맑음,크리스마스
2024-12-06,금,아침(09-11시),아메리카노,커피,HOT,4500,겨울,맑음,-
2024-09-30,월,저녁(17-20시),얼그레이,차,ICED,5500,가을,흐림,-
2024-07-11,목,저녁(17-20시),바닐라라떼,커피,ICED,5500,여름,맑음,-
2024-01-02,화,점심(11-14시),카푸치노,커피,ICED,5000,겨울,흐림,-
2024-08-13,화,저녁(17-20시),카푸치노,커피,HOT,5500,여름,비,-
2024-05-28,화,점심(11-14시),아메리카노,커피,ICED,4500,봄,맑음,-
2024-03-11,월,점심(11-14시),망고스무디,논커피,ICED,6500,봄,흐림,-
2024-08-01,목,밤(20-22시),카페라떼,커피,ICED,6000,여름,맑음,-
2024-06-27,목,점심(11-14시),아메리카노,커피,ICED,5000,여름,비,-
2024-12-25,수,오후(14-17시),카페라떼,커피,HOT,5000,겨울,맑음,크리스마스
2024-01-20,토,아침(09-11시),초콜릿라떼,논커피,HOT,5800,겨울,맑음,-
2024-12-28,토,점심(11-14시),아메리카노,커피,HOT,4500,겨울,맑음,-
2024-01-28,일,오후(14-17시),아메리카노,커피,HOT,5500,겨울,눈,-
2024-07-20,토,점심(11-14시),아메리카노,커피,ICED,4500,여름,맑음,-
2024-08-03,토,점심(11-14시),카페라떼,커피,HOT,5000,여름,흐림,-
2024-08-25,일,오후(14-17시),카페라떼,커피,ICED,5500,여름,맑음,-
2024-07-21,일,밤(20-22시),마카롱,디저트,-,3500,여름,맑음,-
2024-02-12,월,밤(20-22시),아메리카노,커피,HOT,4500,겨울,흐림,-
2024-05-04,토,아침(09-11시),아메리카노,커피,ICED,4500,봄,흐림,-
2024-06-29,토,점심(11-14시),딸기스무디,논커피,ICED,6500,여름,맑음,-
2024-05-18,토,아침(09-11시),아메리카노,커피,HOT,4500,봄,맑음,-
2024-03-24,일,저녁(17-20시),바닐라라떼,커피,ICED,6000,봄,맑음,-
2024-03-10,일,오후(14-17시),카라멜마끼아또,커피,ICED,6300,봄,맑음,-
2024-04-05,금,오후(14-17시),마카롱,디저트,-,3500,봄,흐림,-
2024-02-02,금,오후(14-17시),바닐라라떼,커피,HOT,5500,겨울,맑음,-
2024-12-07,토,점심(11-14시),아메리카노,커피,ICED,4500,겨울,비,-
2024-09-10,화,저녁(17-20시),카페라떼,커피,HOT,5000,가을,맑음,-
2024-04-06,토,저녁(17-20시),초콜릿라떼,논커피,ICED,5800,봄,비,-
2024-06-26,수,점심(11-14시),아메리카노,커피,ICED,4500,여름,맑음,-
2024-02-11,일,저녁(17-20시),초콜릿라떼,논커피,HOT,5800,겨울,흐림,-
2024-01-03,수,오후(14-17시),크로와상,디저트,-,3800,겨울,맑음,-
2024-04-30,화,아침(09-11시),카푸치노,커피,ICED,5500,봄,맑음,-
2024-10-02,수,오후(14-17시),크로와상,디저트,-,3800,가을,비,-
2024-05-30,목,점심(11-14시),초콜릿라떼,논커피,ICED,6800,봄,맑음,-
2024-06-20,목,점심(11-14시),크로와상,디저트,-,4800,여름,맑음,-
2024-07-31,수,밤(20-22시),바닐라라떼,커피,ICED,5500,여름,흐림,-
2024-01-06,토,아침(09-11시),아메리카노,커피,HOT,4500,겨울,흐림,-
2024-01-06,토,점심(11-14시),얼그레이,차,HOT,4500,겨울,흐림,-
2024-06-15,토,점심(11-14시),치즈케이크,디저트,-,7000,여름,맑음,-
2024-06-18,화,아침(09-11시),아메리카노,커피,HOT,4500,여름,맑음,-
2024-09-11,수,아침(09-11시),얼그레이,차,HOT,4500,가을,맑음,-
2024-05-26,일,점심(11-14시),바닐라라떼,커피,HOT,6500,봄,흐림,-
2024-04-10,수,점심(11-14시),카페라떼,커피,ICED,5000,봄,맑음,-
2024-05-08,수,오후(14-17시),바닐라라떼,커피,HOT,5500,봄,비,어버이날
2024-12-08,일,밤(20-22시),캐모마일,차,HOT,4500,겨울,맑음,-
2024-07-20,토,오후(14-17시),티라미수,디저트,-,7800,여름,맑음,-
2024-05-23,목,아침(09-11시),아메리카노,커피,HOT,5000,봄,맑음,-
2024-11-24,일,아침(09-11시),얼그레이,차,ICED,4500,가을,맑음,-
2024-12-28,토,오후(14-17시),바닐라라떼,커피,HOT,5500,겨울,맑음,-
2024-03-24,일,점심(11-14시),딸기스무디,논커피,ICED,7500,봄,맑음,-
2024-03-22,금,점심(11-14시),카라멜마끼아또,커피,HOT,5800,봄,맑음,-
2024-05-19,일,아침(09-11시),아메리카노,커피,HOT,4500,봄,맑음,-
2024-06-25,화,점심(11-14시),카페라떼,커피,ICED,5000,여름,맑음,-
2024-07-16,화,점심(11-14시),바닐라라떼,커피,ICED,6000,여름,맑음,-
2024-11-23,토,점심(11-14시),카페라떼,커피,ICED,5500,가을,맑음,-
2024-04-03,수,점심(11-14시),아메리카노,커피,ICED,4500,봄,맑음,-
2024-01-13,토,점심(11-14시),카페라떼,커피,HOT,5000,겨울,맑음,-
2024-12-02,월,오후(14-17시),녹차라떼,논커피,HOT,5500,겨울,맑음,-
2024-12-12,목,저녁(17-20시),카페라떼,커피,HOT,5000,겨울,흐림,-
2024-06-22,토,오후(14-17시),아메리카노,커피,HOT,5000,여름,맑음,-
2024-06-25,화,점심(11-14시),카페라떼,커피,ICED,5000,여름,맑음,-
2024-09-11,수,오후(14-17시),카라멜마끼아또,커피,HOT,6300,가을,맑음,-
2024-03-24,일,오후(14-17시),아메리카노,커피,ICED,5000,봄,맑음,-
2024-09-29,일,점심(11-14시),카푸치노,커피,ICED,5000,가을,비,-
2024-01-13,토,저녁(17-20시),치즈케이크,디저트,-,6500,겨울,맑음,-
2024-12-17,화,밤(20-22시),아메리카노,커피,HOT,5500,겨울,맑음,-
2024-03-29,금,아침(09-11시),딸기스무디,논커피,ICED,7500,봄,비,-
2024-06-26,수,저녁(17-20시),녹차라떼,논커피,HOT,6000,여름,맑음,-
2024-08-11,일,점심(11-14시),바닐라라떼,커피,ICED,5500,여름,맑음,-
2024-05-01,수,밤(20-22시),아메리카노,커피,ICED,4500,봄,흐림,-
2024-09-02,월,아침(09-11시),아메리카노,커피,ICED,4500,가을,흐림,-
2024-08-11,일,점심(11-14시),카라멜마끼아또,커피,ICED,5800,여름,맑음,-
2024-02-05,월,아침(09-11시),캐모마일,차,HOT,4500,겨울,맑음,-
2024-04-17,수,밤(20-22시),카페라떼,커피,HOT,5000,봄,흐림,-
2024-05-13,월,저녁(17-20시),녹차라떼,논커피,HOT,6000,봄,맑음,-
2024-06-01,토,오후(14-17시),바닐라라떼,커피,HOT,6500,여름,맑음,-
2024-01-28,일,저녁(17-20시),카푸치노,커피,HOT,5000,겨울,눈,-
2024-12-11,수,점심(11-14시),아메리카노,커피,HOT,5000,겨울,흐림,-
2024-02-24,토,아침(09-11시),카푸치노,커피,HOT,5000,겨울,흐림,-
2024-05-23,목,점심(11-14시),카라멜마끼아또,커피,HOT,5800,봄,맑음,-
2024-04-24,수,오후(14-17시),카라멜마끼아또,커피,HOT,5800,봄,흐림,-
2024-11-20,수,점심(11-14시),카페라떼,커피,ICED,5500,가을,맑음,-
2024-01-20,토,점심(11-14시),카푸치노,커피,ICED,5000,겨울,맑음,-
2024-08-14,수,오후(14-17시),바닐라라떼,커피,ICED,6500,여름,비,-
2024-05-07,화,오후(14-17시),치즈케이크,디저트,-,6500,봄,비,-
2024-01-09,화,점심(11-14시),크로와상,디저트,-,3800,겨울,맑음,-
2024-05-20,월,밤(20-22시),아메리카노,커피,ICED,4500,봄,맑음,-
2024-12-15,일,점심(11-14시),카페라떼,커피,ICED,5500,겨울,흐림,-
2024-10-19,토,아침(09-11시),아메리카노,커피,HOT,4500,가을,흐림,-
2024-11-20,수,아침(09-11시),초콜릿라떼,논커피,HOT,5800,가을,맑음,-
2024-09-30,월,오후(14-17시),카페라떼,커피,HOT,5000,가을,흐림,-
2024-06-03,월,아침(09-11시),녹차라떼,논커피,HOT,5500,여름,흐림,-
2024-11-05,화,오후(14-17시),치즈케이크,디저트,-,6500,가을,맑음,-
2024-11-18,월,아침(09-11시),녹차라떼,논커피,ICED,5500,가을,맑음,-
2024-06-16,일,아침(09-11시),딸기스무디,논커피,ICED,6500,여름,맑음,-
2024-05-01,수,점심(11-14시),카푸치노,커피,ICED,5000,봄,흐림,-
2024-10-27,일,아침(09-11시),카페라떼,커피,ICED,5000,가을,맑음,-
2024-12-10,화,아침(09-11시),아메리카노,커피,HOT,4500,겨울,비,-
2024-10-12,토,아침(09-11시),카페라떼,커피,HOT,5000,가을,흐림,-
2024-11-03,일,점심(11-14시),캐모마일,차,HOT,4500,가을,비,-
2024-10-10,목,점심(11-14시),카페라떼,커피,HOT,5000,가을,맑음,-
2024-05-14,화,점심(11-14시),망고스무디,논커피,ICED,6500,봄,맑음,-
2024-12-30,월,아침(09-11시),바닐라라떼,커피,HOT,5500,겨울,맑음,-
2024-05-09,목,아침(09-11시),카푸치노,커피,ICED,5000,봄,흐림,-
2024-09-01,일,아침(09-11시),마카롱,디저트,-,3500,가을,흐림,-
2024-04-30,화,점심(11-14시),아메리카노,커피,HOT,4500,봄,맑음,-
2024-06-05,수,아침(09-11시),카푸치노,커피,ICED,5500,여름,비,-
2024-09-22,일,저녁(17-20시),카페라떼,커피,HOT,5000,가을,비,-
2024-10-19,토,점심(11-14시),크로와상,디저트,-,4300,가을,흐림,-
2024-02-07,수,오후(14-17시),바닐라라떼,커피,ICED,5500,겨울,흐림,-
2024-02-22,목,저녁(17-20시),카푸치노,커피,HOT,5500,겨울,흐림,-
2024-05-04,토,저녁(17-20시),카푸치노,커피,ICED,6000,봄,흐림,-
2024-08-11,일,저녁(17-20시),카페라떼,커피,ICED,6000,여름,맑음,-
2024-04-10,수,점심(11-14시),카라멜마끼아또,커피,ICED,5800,봄,맑음,-
2024-07-09,화,점심(11-14시),망고스무디,논커피,ICED,6500,여름,맑음,-
2024-05-19,일,점심(11-14시),크로와상,디저트,-,3800,봄,맑음,-
2024-12-14,토,아침(09-11시),카페라떼,커피,ICED,5000,겨울,맑음,-
2024-10-03,목,점심(11-14시),카페라떼,커피,HOT,6000,가을,맑음,-
2024-04-10,수,오후(14-17시),카라멜마끼아또,커피,HOT,5800,봄,맑음,-
2024-09-25,수,점심(11-14시),치즈케이크,디저트,-,7500,가을,흐림,-
2024-10-26,토,아침(09-11시),아메리카노,커피,HOT,4500,가을,맑음,-
2024-08-09,금,오후(14-17시),카라멜마끼아또,커피,HOT,5800,여름,맑음,-
2024-02-24,토,저녁(17-20시),카푸치노,커피,ICED,5000,겨울,흐림,-
2024-07-21,일,점심(11-14시),딸기스무디,논커피,ICED,6500,여름,맑음,-
2024-12-01,일,점심(11-14시),아메리카노,커피,HOT,5000,겨울,눈,-
2024-09-14,토,저녁(17-20시),카페라떼,커피,ICED,5000,가을,맑음,-
2024-01-16,화,오후(14-17시),녹차라떼,논커피,HOT,6000,겨울,흐림,-
2024-04-08,월,점심(11-14시),얼그레이,차,HOT,4500,봄,흐림,-
2024-11-18,월,아침(09-11시),크로와상,디저트,-,3800,가을,맑음,-
2024-08-19,월,점심(11-14시),카페라떼,커피,HOT,5000,여름,비,-
2024-01-13,토,저녁(17-20시),바닐라라떼,커피,HOT,5500,겨울,맑음,-
2024-10-02,수,아침(09-11시),녹차라떼,논커피,ICED,5500,가을,비,-
2024-12-11,수,아침(09-11시),아메리카노,커피,HOT,4500,겨울,흐림,-
2024-02-16,금,저녁(17-20시),초콜릿라떼,논커피,HOT,6300,겨울,흐림,-
2024-09-11,수,점심(11-14시),바닐라라떼,커피,HOT,5500,가을,맑음,-
2024-06-27,목,저녁(17-20시),캐모마일,차,HOT,5000,여름,비,-
2024-07-03,수,점심(11-14시),아메리카노,커피,ICED,4500,여름,맑음,-
2024-11-14,목,밤(20-22시),아메리카노,커피,HOT,4500,가을,비,-
2024-01-08,월,오후(14-17시),녹차라떼,논커피,HOT,5500,겨울,흐림,-
2024-07-28,일,아침(09-11시),카푸치노,커피,HOT,6000,여름,흐림,-
2024-12-15,일,오후(14-17시),마카롱,디저트,-,3500,겨울,흐림,-
2024-02-25,일,저녁(17-20시),아메리카노,커피,HOT,4500,겨울,맑음,-
2024-11-04,월,밤(20-22시),딸기스무디,논커피,ICED,7500,가을,맑음,-
2024-12-09,월,점심(11-14시),망고스무디,논커피,ICED,7000,겨울,눈,-
2024-06-19,수,밤(20-22시),바닐라라떼,커피,ICED,5500,여름,맑음,-
2024-07-11,목,아침(09-11시),초콜릿라떼,논커피,HOT,5800,여름,맑음,-
2024-04-13,토,오후(14-17시),치즈케이크,디저트,-,7500,봄,맑음,-
2024-02-24,토,저녁(17-20시),아메리카노,커피,HOT,4500,겨울,흐림,-
2024-12-01,일,아침(09-11시),바닐라라떼,커피,HOT,6000,겨울,눈,-
2024-05-01,수,오후(14-17시),치즈케이크,디저트,-,6500,봄,흐림,-
2024-03-27,수,점심(11-14시),치즈케이크,디저트,-,6500,봄,맑음,-
2024-11-24,일,저녁(17-20시),딸기스무디,논커피,ICED,6500,가을,맑음,-
2024-01-13,토,오후(14-17시),바닐라라떼,커피,HOT,5500,겨울,맑음,-
2024-11-01,금,오후(14-17시),크로와상,디저트,-,4800,가을,맑음,-
2024-11-30,토,오후(14-17시),마카롱,디저트,-,3500,가을,흐림,-
2024-07-08,월,밤(20-22시),카페라떼,커피,ICED,6000,여름,흐림,-
2024-08-26,월,아침(09-11시),초콜릿라떼,논커피,ICED,5800,여름,비,-
2024-03-17,일,점심(11-14시),카푸치노,커피,ICED,6000,봄,맑음,-
2024-04-08,월,점심(11-14시),카페라떼,커피,HOT,5000,봄,흐림,-
2024-09-04,수,오후(14-17시),아메리카노,커피,ICED,4500,가을,맑음,-
2024-08-20,화,오후(14-17시),바닐라라떼,커피,ICED,5500,여름,흐림,-
2024-11-23,토,오후(14-17시),카푸치노,커피,HOT,5000,가을,맑음,-
2024-04-12,금,점심(11-14시),카라멜마끼아또,커피,ICED,6300,봄,맑음,-
2024-01-27,토,저녁(17-20시),카페라떼,커피,HOT,5000,겨울,흐림,-
2024-08-15,목,아침(09-11시),아메리카노,커피,ICED,4500,여름,비,-
2024-05-20,월,아침(09-11시),아메리카노,커피,HOT,4500,봄,맑음,-
2024-04-20,토,점심(11-14시),초콜릿라떼,논커피,ICED,6300,봄,맑음,-
2024-07-07,일,점심(11-14시),초콜릿라떼,논커피,HOT,6300,여름,흐림,-
2024-11-29,금,오후(14-17시),바닐라라떼,커피,HOT,6000,가을,맑음,-
2024-12-02,월,오후(14-17시),얼그레이,차,HOT,4500,겨울,맑음,-
2024-03-27,수,저녁(17-20시),초콜릿라떼,논커피,HOT,5800,봄,맑음,-
2024-07-30,화,밤(20-22시),카푸치노,커피,ICED,6000,여름,맑음,-
2024-09-28,토,오후(14-17시),카페라떼,커피,HOT,5000,가을,맑음,-
2024-07-07,일,오후(14-17시),아메리카노,커피,ICED,5500,여름,흐림,-
2024-11-06,수,점심(11-14시),아메리카노,커피,HOT,4500,가을,맑음,-
2024-06-17,월,점심(11-14시),카라멜마끼아또,커피,ICED,6300,여름,흐림,-
2024-06-15,토,오후(14-17시),아메리카노,커피,ICED,5000,여름,맑음,-
2024-01-25,목,저녁(17-20시),초콜릿라떼,논커피,HOT,6300,겨울,눈,-
2024-12-05,목,저녁(17-20시),마카롱,디저트,-,4500,겨울,맑음,-
2024-08-10,토,아침(09-11시),카푸치노,커피,ICED,5000,여름,맑음,-
2024-07-17,수,점심(11-14시),녹차라떼,논커피,HOT,6500,여름,비,-
2024-12-25,수,아침(09-11시),크로와상,디저트,-,4300,겨울,맑음,크리스마스
2024-07-05,금,밤(20-22시),아메리카노,커피,HOT,4500,여름,흐림,-
2024-10-25,금,점심(11-14시),딸기스무디,논커피,ICED,7000,가을,흐림,-
2024-06-19,수,아침(09-11시),카푸치노,커피,HOT,5500,여름,맑음,-
2024-06-18,화,아침(09-11시),카페라떼,커피,ICED,5000,여름,맑음,-
2024-08-24,토,점심(11-14시),망고스무디,논커피,ICED,6500,여름,맑음,-
2024-09-07,토,점심(11-14시),바닐라라떼,커피,ICED,5500,가을,비,-
2024-01-17,수,오후(14-17시),초콜릿라떼,논커피,HOT,5800,겨울,비,-
2024-01-15,월,밤(20-22시),치즈케이크,디저트,-,6500,겨울,맑음,-
2024-08-29,목,밤(20-22시),캐모마일,차,HOT,4500,여름,비,-
2024-09-11,수,아침(09-11시),카페라떼,커피,ICED,6000,가을,맑음,-
2024-04-14,일,아침(09-11시),카라멜마끼아또,커피,ICED,6300,봄,맑음,-
2024-09-07,토,아침(09-11시),아메리카노,커피,HOT,4500,가을,비,-
2024-03-10,일,아침(09-11시),망고스무디,논커피,ICED,6500,봄,맑음,-
2024-02-12,월,밤(20-22시),바닐라라떼,커피,ICED,5500,겨울,흐림,-
2024-08-04,일,오후(14-17시),카라멜마끼아또,커피,HOT,5800,여름,맑음,-
2024-09-16,월,밤(20-22시),얼그레이,차,ICED,5000,가을,맑음,-
2024-10-27,일,오후(14-17시),바닐라라떼,커피,HOT,5500,가을,맑음,-
2024-05-28,화,저녁(17-20시),카페라떼,커피,HOT,5000,봄,맑음,-
2024-08-05,월,점심(11-14시),아메리카노,커피,HOT,5000,여름,흐림,-
2024-11-01,금,점심(11-14시),카페라떼,커피,HOT,5000,가을,맑음,-
2024-02-20,화,오후(14-17시),마카롱,디저트,-,3500,겨울,비,-
2024-10-13,일,오후(14-17시),카페라떼,커피,HOT,5000,가을,흐림,-
2024-10-05,토,오후(14-17시),카푸치노,커피,ICED,5000,가을,흐림,-
2024-02-17,토,밤(20-22시),카페라떼,커피,HOT,5500,겨울,흐림,-
2024-10-18,금,점심(11-14시),카페라떼,커피,ICED,5000,가을,맑음,-
2024-09-06,금,점심(11-14시),녹차라떼,논커피,HOT,5500,가을,맑음,-
2024-02-01,목,아침(09-11시),카페라떼,커피,HOT,5000,겨울,흐림,-
2024-02-17,토,아침(09-11시),아메리카노,커피,HOT,4500,겨울,흐림,-
2024-10-20,일,아침(09-11시),바닐라라떼,커피,ICED,5500,가을,비,-
2024-03-24,일,오후(14-17시),카푸치노,커피,HOT,5500,봄,맑음,-
2024-05-19,일,점심(11-14시),녹차라떼,논커피,ICED,5500,봄,맑음,-
2024-06-14,금,점심(11-14시),크로와상,디저트,-,3800,여름,흐림,-
2024-06-29,토,점심(11-14시),카푸치노,커피,ICED,5000,여름,맑음,-
2024-07-03,수,아침(09-11시),녹차라떼,논커피,HOT,5500,여름,맑음,-
2024-09-15,일,아침(09-11시),카페라떼,커피,HOT,5000,가을,맑음,-
2024-02-05,월,오후(14-17시),아메리카노,커피,HOT,4500,겨울,맑음,-
2024-01-07,일,점심(11-14시),녹차라떼,논커피,ICED,5500,겨울,흐림,-
2024-04-12,금,점심(11-14시),카푸치노,커피,HOT,5000,봄,맑음,-
2024-07-14,일,저녁(17-20시),초콜릿라떼,논커피,ICED,5800,여름,맑음,-
2024-08-11,일,밤(20-22시),얼그레이,차,ICED,4500,여름,맑음,-
2024-11-06,수,저녁(17-20시),얼그레이,차,ICED,4500,가을,맑음,-
2024-04-12,금,아침(09-11시),아메리카노,커피,ICED,4500,봄,맑음,-
2024-06-09,일,점심(11-14시),바닐라라떼,커피,HOT,5500,여름,맑음,-
2024-06-29,토,점심(11-14시),초콜릿라떼,논커피,ICED,6300,여름,맑음,-
2024-03-31,일,밤(20-22시),초콜릿라떼,논커피,HOT,5800,봄,비,-
2024-03-26,화,점심(11-14시),딸기스무디,논커피,ICED,6500,봄,비,-
2024-01-23,화,아침(09-11시),카페라떼,커피,HOT,5000,겨울,맑음,-
2024-01-05,금,오후(14-17시),녹차라떼,논커피,ICED,5500,겨울,흐림,-
2024-03-21,목,밤(20-22시),아메리카노,커피,HOT,4500,봄,맑음,-
2024-06-02,일,오후(14-17시),아메리카노,커피,HOT,5000,여름,맑음,-
2024-02-14,수,저녁(17-20시),치즈케이크,디저트,-,6500,겨울,눈,밸런타인데이
2024-02-10,토,점심(11-14시),카페라떼,커피,HOT,6000,겨울,맑음,-
2024-12-03,화,저녁(17-20시),바닐라라떼,커피,HOT,5500,겨울,흐림,-
2024-02-18,일,아침(09-11시),카라멜마끼아또,커피,HOT,5800,겨울,맑음,-
2024-11-07,목,아침(09-11시),바닐라라떼,커피,HOT,5500,가을,비,-
2024-04-09,화,오후(14-17시),치즈케이크,디저트,-,7000,봄,맑음,-
2024-11-20,수,점심(11-14시),치즈케이크,디저트,-,6500,가을,맑음,-
2024-10-08,화,점심(11-14시),크로와상,디저트,-,4800,가을,비,-
2024-04-22,월,점심(11-14시),카페라떼,커피,HOT,5000,봄,흐림,-
